episode,step,time_s,reward,live_lines,energized_buses,isolated_buses,served_critical_frac,served_important_frac,served_total_frac,served_mw,total_load_mw,shed_mw,der_available_mw,der_online_mw,der_bound_mw,der_deficit_frac,v_min_pu,v_max_pu,v_violations,line_loading_max_pct,action_type,action_detail,switch_toggled,load_shed_id,load_shed_amount_mw,cascade_tripped_lines,relay_trips,action_masked,mask_reason,powerflow_success,powerflow_iterations
1,1,5.0,19.394031626784113,37,33,0,1.0,1.0,0.9886944818304173,nan,3.673,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9540606828192348,1.0,0,0.000192888449331874,load_decrease,load_23,,,nan,,,0,,1,0
1,2,10.0,19.676669581023685,37,33,0,1.0,1.0,0.9773889636608344,nan,3.631,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9545775092545155,1.0,0,0.00019062818547763594,load_decrease,load_23,,,nan,,,0,,1,0
1,3,15.0,19.959307535263257,37,33,0,1.0,1.0,0.9660834454912516,nan,3.5889999999999995,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9550935762214336,1.0,0,0.00018837176502176027,load_decrease,load_23,,,nan,,,0,,1,0
1,4,20.0,20.241945489502825,37,33,0,1.0,1.0,0.9547779273216689,nan,3.5469999999999997,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9556088869861924,1.0,0,0.00018611919352465764,load_decrease,load_23,,,nan,,,0,,1,0
1,5,25.0,20.52458344374239,37,33,0,1.0,1.0,0.9434724091520862,nan,3.505,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9561234447916832,1.0,0,0.00018387047754665826,load_decrease,load_23,,,nan,,,0,,1,0
1,6,30.0,20.807221397981962,37,33,0,1.0,1.0,0.9321668909825034,nan,3.463,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9566372528577433,1.0,0,0.0001816256246987524,load_decrease,load_23,,,nan,,,0,,1,0
1,7,35.0,21.08985935222153,37,33,0,1.0,1.0,0.9208613728129206,nan,3.421,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9571503143813728,1.0,0,0.0001793846436971639,load_decrease,load_23,,,nan,,,0,,1,0
1,8,40.0,21.3724973064611,37,33,0,1.0,1.0,0.9095558546433378,nan,3.3789999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9576626325369543,1.0,0,0.00017714754442173282,load_decrease,load_23,,,nan,,,0,,1,0
1,9,45.0,21.65513526070067,37,33,0,1.0,1.0,0.898250336473755,nan,3.3369999999999997,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9581742104764978,1.0,0,0.00017491433797835716,load_decrease,load_23,,,nan,,,0,,1,0
1,10,50.0,21.93777321494024,37,33,0,1.0,1.0,0.8869448183041723,nan,3.295,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9585430034291078,1.0,0,0.00017270953220812873,load_decrease,load_22,,,nan,,,0,,1,0
1,11,55.0,22.220411169179805,37,33,0,1.0,1.0,0.8756393001345896,nan,3.253,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9590534011934808,1.0,0,0.00017048317813817815,load_decrease,load_23,,,nan,,,0,,1,0
1,12,60.0,22.503049123419377,37,33,0,1.0,1.0,0.8643337819650068,nan,3.211,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9594213185567242,1.0,0,0.00016828464628610083,load_decrease,load_22,,,nan,,,0,,1,0
1,13,65.0,22.785687077658945,37,33,0,1.0,1.0,0.853028263795424,nan,3.169,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_22,,,nan,,,0,,1,0
1,14,70.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,15,75.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,16,80.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,17,85.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,18,90.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,19,95.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,20,100.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,21,105.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,22,110.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,23,115.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,24,120.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,25,125.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,26,130.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,27,135.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,28,140.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,29,145.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,30,150.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,31,155.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,32,160.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,33,165.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,34,170.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,35,175.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,36,180.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,37,185.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,38,190.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,39,195.0,22.78568707765895,37,33,0,1.0,1.0,0.8530282637954238,nan,3.1689999999999996,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9597871064718887,1.0,0,0.00016608946189693527,load_decrease,load_23,,,nan,,,0,,1,0
1,40,200.0,23.068325031898517,37,33,0,1.0,1.0,0.8417227456258412,nan,3.127,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9601421224502698,1.0,0,0.0001638976472048211,load_decrease,load_22,,,nan,,,0,,1,0
1,41,205.0,23.068325031898517,37,33,0,1.0,1.0,0.8417227456258412,nan,3.127,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9601421224502698,1.0,0,0.0001638976472048211,load_decrease,load_23,,,nan,,,0,,1,0
1,42,210.0,23.068325031898517,37,33,0,1.0,1.0,0.8417227456258412,nan,3.127,nan,0.6932930260797259,0.2846430260797259,nan,nan,0.9601421224502698,1.0,0,0.0001638976472048211,load_decrease,load_23,,,nan,,,0,,1,0
